,,,,,,,,,,,,,,,,,,
,,,,,Loading Unit Time Profile,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Report Created On:,,,,,10-08-2026
,Parameters:,,,,,,,,,Description:,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,This report contains a spreadsheet of all the status that a specified loading unit has incurred for the specified time period.,,,,,,,,
,,Start Shift Date:,,,01-07-2026,,,,,,,,,,,,,
,,End Shift Date:,,,31-07-2026,,,,,,,,,,,,,
,,Loader:,,,PL004,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,IsDst:,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,01-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,01-07-2026,,,,,Schedule No Work,,,,,,150.98,,,RD239,,,
,01-07-2026,,,,,Side Casting,,,,,,34.98,,,RD239,,,
,01-07-2026,,,,,LU Loading,,,,,,3.85,,,RD239,,,
,01-07-2026,,,,,Waiting,,,,,,6.33,,,RD229,,,
,01-07-2026,,,,,LU Loading,,,,,,3.33,,,RD229,,,
,01-07-2026,,,,,Waiting,,,,,,2.03,,,RD239,,,
,01-07-2026,,,,,Spotting,,,,,,0.45,,,RD239,,,
,01-07-2026,,,,,LU Loading,,,,,,4.27,,,RD239,,,
,01-07-2026,,,,,Waiting,,,,,,1.17,,,RD231,,,
,01-07-2026,,,,,LU Loading,,,,,,3.42,,,RD231,,,
,01-07-2026,,,,,Waiting,,,,,,0.58,,,RD229,,,
,01-07-2026,,,,,LU Loading,,,,,,4.47,,,RD229,,,
,01-07-2026,,,,,Waiting,,,,,,5.57,,,RD239,,,
,01-07-2026,,,,,Spotting,,,,,,1.28,,,RD239,,,
,01-07-2026,,,,,LU Loading,,,,,,4.12,,,RD239,,,
,01-07-2026,,,,,Waiting,,,,,,0.05,,,RD231,,,
,01-07-2026,,,,,Spotting,,,,,,0.12,,,RD231,,,
,01-07-2026,,,,,LU Loading,,,,,,6.02,,,RD231,,,
,01-07-2026,,,,,Waiting,,,,,,0.75,,,RD229,,,
,01-07-2026,,,,,LU Loading,,,,,,3.2,,,RD229,,,
,01-07-2026,,,,,Waiting,,,,,,4.4,,,RD239,,,
,01-07-2026,,,,,LU Loading,,,,,,5.67,,,RD239,,,
,01-07-2026,,,,,LU Loading,,,,,,4.7,,,RD231,,,
