,,,,,,,,,,,,,,,,,,
,,,,,Loading Unit Time Profile,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Report Created On:,,,,,10-08-2026
,Parameters:,,,,,,,,,Description:,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,This report contains a spreadsheet of all the status that a specified loading unit has incurred for the specified time period.,,,,,,,,
,,Start Shift Date:,,,01-07-2026,,,,,,,,,,,,,
,,End Shift Date:,,,31-07-2026,,,,,,,,,,,,,
,,Loader:,,,EX001,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,IsDst:,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,01-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,01-07-2026,,,,,LU Loading,,,,,,3.52,,,RD244,,,
,01-07-2026,,,,,Spotting,,,,,,0.07,,,RD141,,,
,01-07-2026,,,,,LU Loading,,,,,,2.57,,,RD141,,,
,01-07-2026,,,,,Waiting,,,,,,0.98,,,RD227,,,
,01-07-2026,,,,,LU Loading,,,,,,2.85,,,RD227,,,
,01-07-2026,,,,,Waiting,,,,,,1.85,,,RD236,,,
,01-07-2026,,,,,LU Loading,,,,,,1.68,,,RD236,,,
,01-07-2026,,,,,Waiting,,,,,,0.3,,,RD226,,,
,01-07-2026,,,,,LU Loading,,,,,,3.42,,,RD226,,,
,01-07-2026,,,,,Waiting,,,,,,0.45,,,RD240,,,
,01-07-2026,,,,,Spotting,,,,,,0.22,,,RD240,,,
,01-07-2026,,,,,LU Loading,,,,,,2.77,,,RD240,,,
,01-07-2026,,,,,Spotting,,,,,,0.03,,,RD141,,,
,01-07-2026,,,,,LU Loading,,,,,,2.6,,,RD141,,,
,01-07-2026,,,,,Waiting,,,,,,4.68,,,RD226,,,
,01-07-2026,,,,,Spotting,,,,,,0.38,,,RD226,,,
,01-07-2026,,,,,LU Loading,,,,,,3.53,,,RD226,,,
,01-07-2026,,,,,Waiting,,,,,,5.25,,,RD240,,,
,01-07-2026,,,,,LU Loading,,,,,,2.6,,,RD240,,,
,01-07-2026,,,,,Waiting,,,,,,2.53,,,RD226,,,
,01-07-2026,,,,,Spotting,,,,,,0.63,,,RD226,,,
,01-07-2026,,,,,LU Loading,,,,,,2.3,,,RD226,,,
,01-07-2026,,,,,Waiting,,,,,,1.03,,,RD228,,,
,01-07-2026,,,,,LU Loading,,,,,,2.27,,,RD228,,,
,01-07-2026,,,,,Waiting,,,,,,0.5,,,RD227,,,
,01-07-2026,,,,,LU Loading,,,,,,2.33,,,RD227,,,
,01-07-2026,,,,,Waiting,,,,,,1.62,,,RD240,,,
,01-07-2026,,,,,LU Loading,,,,,,2.98,,,RD240,,,
,01-07-2026,,,,,Spotting,,,,,,1,,,RD226,,,
,01-07-2026,,,,,LU Loading,,,,,,2.73,,,RD226,,,
,01-07-2026,,,,,Waiting,,,,,,0.35,,,RD236,,,
,01-07-2026,,,,,Spotting,,,,,,0.37,,,RD236,,,
,01-07-2026,,,,,LU Loading,,,,,,2.38,,,RD236,,,
,01-07-2026,,,,,Waiting,,,,,,3.98,,,RD228,,,
,01-07-2026,,,,,LU Loading,,,,,,2.07,,,RD228,,,
,01-07-2026,,,,,Waiting,,,,,,0.72,,,RD240,,,
,01-07-2026,,,,,LU Loading,,,,,,2.62,,,RD240,,,
,01-07-2026,,,,,Waiting,,,,,,4.35,,,RD236,,,
,01-07-2026,,,,,Spotting,,,,,,0.12,,,RD236,,,
,01-07-2026,,,,,LU Loading,,,,,,2.58,,,RD236,,,
,01-07-2026,,,,,Waiting,,,,,,1.43,,,RD235,,,
,01-07-2026,,,,,Marching,,,,,,23.87,,,RD235,,,
,01-07-2026,,,,,Shift Change,,,,,,21.88,,,RD235,,,
,01-07-2026,,,,,Shift Change,,,,,,69.1,,,RD235,,,
,01-07-2026,,,,, Down,,,,,,1.78,,,RD235,,,
,01-07-2026,,,,,Marching,,,,,,33.93,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,6.12,,,RD235,,,
,01-07-2026,,,,,Waiting,,,,,,1.25,,,RD235,,,
,01-07-2026,,,,,LU Loading,,,,,,4.33,,,RD235,,,
