,,,,,,,,,,,,,,,,,,
,,,,,Loading Unit Time Profile,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Report Created On:,,,,,10-08-2026
,Parameters:,,,,,,,,,Description:,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,This report contains a spreadsheet of all the status that a specified loading unit has incurred for the specified time period.,,,,,,,,
,,Start Shift Date:,,,01-07-2026,,,,,,,,,,,,,
,,End Shift Date:,,,31-07-2026,,,,,,,,,,,,,
,,Loader:,,,EX0010,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,IsDst:,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,01-07-2026,,,,,,,,,,,,,,,,,
,Timestamp,,,,,Status Code,,Sub-Status Code,,,,"Duration
(min)",,,Hauling Unit,,,
,01-07-2026,,,,,Shift Change,,,,,,32.1,,,RD237,,,
,01-07-2026,,,,,LU Loading,,,,,,6.25,,,RD237,,,
,01-07-2026,,,,,Waiting,,,,,,3.93,,,RD230,,,
,01-07-2026,,,,,LU Loading,,,,,,3.58,,,RD230,,,
,01-07-2026,,,,,Waiting,,,,,,3.12,,,RD238,,,
,01-07-2026,,,,,Spotting,,,,,,0.77,,,RD238,,,
,01-07-2026,,,,,LU Loading,,,,,,4.73,,,RD238,,,
,01-07-2026,,,,,Waiting,,,,,,0.47,,,RD237,,,
,01-07-2026,,,,,Spotting,,,,,,1.98,,,RD237,,,
,01-07-2026,,,,,LU Loading,,,,,,5.53,,,RD237,,,
,01-07-2026,,,,,Waiting,,,,,,2.17,,,RD230,,,
,01-07-2026,,,,,LU Loading,,,,,,4.33,,,RD230,,,
,01-07-2026,,,,,Waiting,,,,,,0.4,,,RD238,,,
,01-07-2026,,,,,Spotting,,,,,,0.53,,,RD238,,,
,01-07-2026,,,,,LU Loading,,,,,,6.02,,,RD238,,,
,01-07-2026,,,,,Waiting,,,,,,5.6,,,RD237,,,
,01-07-2026,,,,,LU Loading,,,,,,4.38,,,RD237,,,
,01-07-2026,,,,,Waiting,,,,,,1.95,,,RD230,,,
,01-07-2026,,,,,LU Loading,,,,,,4.58,,,RD230,,,
,01-07-2026,,,,,Waiting,,,,,,0.48,,,RD238,,,
,01-07-2026,,,,,Spotting,,,,,,0.42,,,RD238,,,
,01-07-2026,,,,,LU Loading,,,,,,6.47,,,RD238,,,
,01-07-2026,,,,,Waiting,,,,,,0.35,,,RD237,,,
