textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N00 - Wait At Dump,,12.88,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N01 - Truck Loading,,53.50,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N02 - Wait At LU,,0.32,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N03 - Empty,,148.73,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N03 - Empty,N031 - Empty Stopped,77.46,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N04 - Hauling,,93.97,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.06,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N05 - Spot at LU,,2.50,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N06 - Queue At LU,,8.63,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Net Operating,N07 - Dumping,,7.80,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-202,Standby,S03 - Schedule No Work,,7.82,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Delay,S19 - Tea/ Breakfast / Snacks,,64.03,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Delay,S20 - Shift Change,,125.62,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Delay,S25 - Toilet Break,,1.08,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Down,O01 -  Down,,86.55,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N00 - Wait At Dump,,16.30,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N01 - Truck Loading,,53.87,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N02 - Wait At LU,,1.90,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N03 - Empty,,163.35,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N03 - Empty,N031 - Empty Stopped,69.39,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N04 - Hauling,,118.31,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N04 - Hauling,N041 - Hauling Stopped,11.15,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N05 - Spot at LU,,2.54,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N06 - Queue At LU,,14.40,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Net Operating,N07 - Dumping,,8.93,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-203,Standby,S03 - Schedule No Work,,5.00,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Delay,S05 - Stuck in Mud,,2.60,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Delay,S10 - Change Operators,,0.01,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Delay,S19 - Tea/ Breakfast / Snacks,,52.71,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Delay,S20 - Shift Change,,122.38,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Delay,S25 - Toilet Break,,0.50,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Down,O01 -  Down,,113.28,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Down,O03 - Daily Service,,0.38,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Down,O05 - Breakdown Maintenance,,1.01,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N00 - Wait At Dump,,15.12,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N01 - Truck Loading,,53.17,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N02 - Wait At LU,,0.20,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N03 - Empty,,161.60,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N03 - Empty,N031 - Empty Stopped,71.83,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N04 - Hauling,,106.69,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.17,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N05 - Spot at LU,,2.37,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N06 - Queue At LU,,14.26,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Net Operating,N07 - Dumping,,8.19,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-204,Standby,S03 - Schedule No Work,,7.31,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Delay,S19 - Tea/ Breakfast / Snacks,,46.89,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Delay,S20 - Shift Change,,97.56,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Delay,S25 - Toilet Break,,0.86,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Down,O01 -  Down,,228.91,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N00 - Wait At Dump,,8.66,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N01 - Truck Loading,,44.45,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N02 - Wait At LU,,0.34,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N03 - Empty,,130.18,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N03 - Empty,N031 - Empty Stopped,67.51,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N04 - Hauling,,76.48,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N04 - Hauling,N041 - Hauling Stopped,6.31,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N05 - Spot at LU,,1.72,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N06 - Queue At LU,,10.84,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N07 - Dumping,,6.49,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Net Operating,N09 - General Production,,0.02,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-205,Standby,S03 - Schedule No Work,,16.16,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Delay,S05 - Stuck in Mud,,0.05,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Delay,S13 - Shift Incharge Instruction,,0.27,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Delay,S19 - Tea/ Breakfast / Snacks,,72.19,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Delay,S20 - Shift Change,,125.25,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Delay,S25 - Toilet Break,,0.87,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Down,O01 -  Down,,61.33,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Down,O03 - Daily Service,,1.17,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N00 - Wait At Dump,,14.89,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N01 - Truck Loading,,48.12,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N02 - Wait At LU,,4.32,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N03 - Empty,,177.30,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N03 - Empty,N031 - Empty Stopped,78.71,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N04 - Hauling,,112.31,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.64,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N05 - Spot at LU,,2.86,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N06 - Queue At LU,,16.13,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Net Operating,N07 - Dumping,,9.43,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Standby,S03 - Schedule No Work,,7.41,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-206,Standby,S23 - Released from Maintanence,,0.04,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Delay,S05 - Stuck in Mud,,0.00,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Delay,S19 - Tea/ Breakfast / Snacks,,44.95,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Delay,S20 - Shift Change,,109.81,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Delay,S25 - Toilet Break,,0.99,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Down,O01 -  Down,,147.46,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N00 - Wait At Dump,,13.09,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N01 - Truck Loading,,51.82,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N02 - Wait At LU,,0.20,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N03 - Empty,,162.95,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N03 - Empty,N031 - Empty Stopped,76.08,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N04 - Hauling,,97.92,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.31,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N05 - Spot at LU,,2.26,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N06 - Queue At LU,,14.21,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Net Operating,N07 - Dumping,,8.95,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),Caterpillar 777E,RD-207,Standby,S03 - Schedule No Work,,3.39,Total,5199.89,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Delay,F02 - Face Height Reduction,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Delay,S13 - Shift Incharge Instruction,,0.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Delay,S19 - Tea/ Breakfast / Snacks,,43.69,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Delay,S20 - Shift Change,,116.40,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Delay,S25 - Toilet Break,,0.52,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Down,O01 -  Down,,103.22,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Down,O03 - Daily Service,,0.57,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N00 - Wait At Dump,,12.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N01 - Truck Loading,,58.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N02 - Wait At LU,,1.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N03 - Empty,,171.07,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N03 - Empty,N031 - Empty Stopped,84.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N04 - Hauling,,115.45,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N04 - Hauling,N041 - Hauling Stopped,12.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N05 - Spot at LU,,2.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N06 - Queue At LU,,16.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Net Operating,N07 - Dumping,,1.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-208,Standby,S03 - Schedule No Work,,0.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Delay,S13 - Shift Incharge Instruction,,0.23,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Delay,S19 - Tea/ Breakfast / Snacks,,50.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Delay,S20 - Shift Change,,123.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Delay,S25 - Toilet Break,,0.24,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Down,O01 -  Down,,86.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N00 - Wait At Dump,,10.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N01 - Truck Loading,,59.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N02 - Wait At LU,,0.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N03 - Empty,,172.57,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N03 - Empty,N031 - Empty Stopped,79.69,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N04 - Hauling,,122.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N04 - Hauling,N041 - Hauling Stopped,15.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N05 - Spot at LU,,2.63,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N06 - Queue At LU,,14.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Net Operating,N07 - Dumping,,0.87,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-209,Standby,S03 - Schedule No Work,,1.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Delay,S16 - Pit Closed,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Delay,S19 - Tea/ Breakfast / Snacks,,14.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Delay,S20 - Shift Change,,39.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Down,O01 -  Down,,515.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N00 - Wait At Dump,,3.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N01 - Truck Loading,,21.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N03 - Empty,,68.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N03 - Empty,N031 - Empty Stopped,25.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N04 - Hauling,,41.61,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N04 - Hauling,N041 - Hauling Stopped,3.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N05 - Spot at LU,,1.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N06 - Queue At LU,,4.55,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Net Operating,N07 - Dumping,,0.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Standby,S03 - Schedule No Work,,2.98,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-210,Standby,S23 - Released from Maintanence,,0.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S05 - Stuck in Mud,,0.23,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S13 - Shift Incharge Instruction,,0.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S19 - Tea/ Breakfast / Snacks,,47.54,Total,33339.86,Grand Total,51923.57
