textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N03 - Empty,N031 - Empty Stopped,64.22,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N04 - Hauling,,81.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N04 - Hauling,N041 - Hauling Stopped,5.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N05 - Spot at LU,,2.57,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N06 - Queue At LU,,11.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N07 - Dumping,,2.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Standby,S03 - Schedule No Work,,7.53,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD239,Standby,S23 - Released from Maintanence,,0.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Delay,S10 - Change Operators,,10.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Delay,S19 - Tea/ Breakfast / Snacks,,31.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Delay,S20 - Shift Change,,115.71,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Delay,S25 - Toilet Break,,1.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Delay,S31 - Fuel Filling,,0.42,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Down,O01 -  Down,,66.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Down,O03 - Daily Service,,27.67,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N00 - Wait At Dump,,10.42,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N01 - Truck Loading,,68.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N02 - Wait At LU,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N03 - Empty,,158.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N03 - Empty,N031 - Empty Stopped,98.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N04 - Hauling,,108.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N04 - Hauling,N041 - Hauling Stopped,12.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N05 - Spot at LU,,3.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N06 - Queue At LU,,19.59,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Net Operating,N07 - Dumping,,3.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-240,Standby,S03 - Schedule No Work,,5.39,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Delay,S10 - Change Operators,,10.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Delay,S19 - Tea/ Breakfast / Snacks,,29.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Delay,S20 - Shift Change,,120.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Delay,S25 - Toilet Break,,0.12,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Delay,S31 - Fuel Filling,,0.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Down,O01 -  Down,,43.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Down,O03 - Daily Service,,27.90,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N00 - Wait At Dump,,19.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N01 - Truck Loading,,67.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N03 - Empty,,171.89,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N03 - Empty,N031 - Empty Stopped,95.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N04 - Hauling,,116.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.48,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N05 - Spot at LU,,3.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N06 - Queue At LU,,16.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Net Operating,N07 - Dumping,,5.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-241,Standby,S03 - Schedule No Work,,5.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Delay,S10 - Change Operators,,9.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Delay,S19 - Tea/ Breakfast / Snacks,,26.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Delay,S20 - Shift Change,,108.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Delay,S25 - Toilet Break,,0.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Delay,S31 - Fuel Filling,,1.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Down,O01 -  Down,,79.23,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Down,O03 - Daily Service,,40.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N00 - Wait At Dump,,17.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N01 - Truck Loading,,62.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N03 - Empty,,165.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N03 - Empty,N031 - Empty Stopped,80.76,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N04 - Hauling,,106.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N04 - Hauling,N041 - Hauling Stopped,6.40,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N05 - Spot at LU,,2.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N06 - Queue At LU,,17.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N07 - Dumping,,2.21,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Standby,S03 - Schedule No Work,,12.57,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-242,Standby,S04 - Unscheduled No Work,,0.67,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,D03 - Delay At Hopper,,0.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,S10 - Change Operators,,10.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,S19 - Tea/ Breakfast / Snacks,,30.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,S20 - Shift Change,,112.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,S25 - Toilet Break,,0.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Delay,S31 - Fuel Filling,,0.69,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Down,O01 -  Down,,45.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Down,O03 - Daily Service,,32.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N00 - Wait At Dump,,14.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N01 - Truck Loading,,63.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N03 - Empty,,168.54,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N03 - Empty,N031 - Empty Stopped,96.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N04 - Hauling,,105.89,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.06,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N05 - Spot at LU,,2.81,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N06 - Queue At LU,,21.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N07 - Dumping,,2.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Net Operating,N09 - General Production,,0.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Standby,S03 - Schedule No Work,,23.85,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-243,Standby,S23 - Released from Maintanence,,0.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S02 - FMS Software Upgrade,,0.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S10 - Change Operators,,10.72,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S19 - Tea/ Breakfast / Snacks,,34.45,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S20 - Shift Change,,104.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S21 - Meeting,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S25 - Toilet Break,,0.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Delay,S31 - Fuel Filling,,0.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Down,O01 -  Down,,62.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Down,O03 - Daily Service,,34.53,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N00 - Wait At Dump,,19.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N01 - Truck Loading,,66.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N02 - Wait At LU,,0.01,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N03 - Empty,,168.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N03 - Empty,N031 - Empty Stopped,90.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N04 - Hauling,,108.47,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N04 - Hauling,N041 - Hauling Stopped,7.59,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N05 - Spot at LU,,2.72,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N06 - Queue At LU,,16.23,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Net Operating,N07 - Dumping,,3.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-244,Standby,S03 - Schedule No Work,,9.63,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,D03 - Delay At Hopper,,0.89,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S10 - Change Operators,,10.89,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S16 - Pit Closed,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S19 - Tea/ Breakfast / Snacks,,26.63,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S20 - Shift Change,,110.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S25 - Toilet Break,,0.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Delay,S31 - Fuel Filling,,1.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Down,O01 -  Down,,47.40,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Down,O03 - Daily Service,,34.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N00 - Wait At Dump,,19.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N01 - Truck Loading,,67.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N02 - Wait At LU,,0.03,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N03 - Empty,,173.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N03 - Empty,N031 - Empty Stopped,88.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N04 - Hauling,,118.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N04 - Hauling,N041 - Hauling Stopped,11.36,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N05 - Spot at LU,,3.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N06 - Queue At LU,,18.12,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Net Operating,N07 - Dumping,,2.75,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-245,Standby,S03 - Schedule No Work,,4.12,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Delay,S10 - Change Operators,,3.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Delay,S19 - Tea/ Breakfast / Snacks,,17.91,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Delay,S20 - Shift Change,,72.07,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Delay,S25 - Toilet Break,,0.32,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Delay,S31 - Fuel Filling,,0.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Down,O01 -  Down,,328.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Down,O03 - Daily Service,,29.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N00 - Wait At Dump,,8.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N01 - Truck Loading,,41.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N02 - Wait At LU,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N03 - Empty,,96.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N03 - Empty,N031 - Empty Stopped,61.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N04 - Hauling,,57.37,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N04 - Hauling,N041 - Hauling Stopped,3.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N05 - Spot at LU,,1.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N06 - Queue At LU,,11.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Net Operating,N07 - Dumping,,2.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-246,Standby,S03 - Schedule No Work,,5.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,D03 - Delay At Hopper,,1.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,S10 - Change Operators,,5.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,S19 - Tea/ Breakfast / Snacks,,19.51,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,S20 - Shift Change,,86.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,S25 - Toilet Break,,0.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-247,Delay,S31 - Fuel Filling,,0.14,Total,33339.86,Grand Total,51923.57
