textbox7,textbox19,textbox20,textbox22,textbox29,textbox21,textbox27,textbox26,textbox28,textbox24,textbox10,textbox11,textbox30,textbox31,textbox33,textbox32
Delay by Loading Unit and Status Code,Report Created On:,12-08-2026,Description:,Parameters:,This report contains a matrix identifying the delay and down statuses for all loading units during a specified time period.  The report is grouped by fleet.,Start Shift Date:,11-07-2026,End Shift Date:,20-07-2026,,,Fleet:,All,Loader:,All

textbox4,Textbox1,FLEET_IDENT,EQUIP_IDENT,STATUS_DESC,textbox2,Textbox42,Textbox44,Textbox13,Textbox14,Textbox37,Textbox12,Textbox15,Textbox46
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Shift Change,18.57,Total,115.44,Total,41.12,237.48,Total,426.12,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Shift Incharge Instruction,,Total,115.44,Total,,237.48,Total,13.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Stuck in Mud,,Total,115.44,Total,,237.48,Total,0.43,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Tea/ Breakfast / Snacks,12.47,Total,115.44,Total,15.08,237.48,Total,92.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Toilet Break,,Total,115.44,Total,0.01,237.48,Total,0.45,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Wireless Infrastructure/Network,,Total,115.44,Total,,237.48,Total,0.02,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006, Down,2.07,Total,52.79,Total,2.07,52.79,Total,750.64,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Blasting,10.43,Total,52.79,Total,10.43,52.79,Total,94.37,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Change Operators,0.28,Total,52.79,Total,0.28,52.79,Total,0.89,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Clean & Remove,,Total,52.79,Total,,52.79,Total,0.08,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Daily Service,1.64,Total,52.79,Total,1.64,52.79,Total,130.67,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Delay At Hopper,,Total,52.79,Total,,52.79,Total,6.78,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Face Height Reduction,,Total,52.79,Total,,52.79,Total,0.18,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Fuel Filling,0.72,Total,52.79,Total,0.72,52.79,Total,8.68,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Marching,3.92,Total,52.79,Total,3.92,52.79,Total,95.71,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Meeting,,Total,52.79,Total,,52.79,Total,0.01,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Pit Closed,,Total,52.79,Total,,52.79,Total,0.00,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Scheduled Service,,Total,52.79,Total,,52.79,Total,28.26,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Shift Change,32.93,Total,52.79,Total,32.93,52.79,Total,426.12,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Shift Incharge Instruction,0.37,Total,52.79,Total,0.37,52.79,Total,13.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Stuck in Mud,0.43,Total,52.79,Total,0.43,52.79,Total,0.43,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Tea/ Breakfast / Snacks,,Total,52.79,Total,,52.79,Total,92.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Toilet Break,,Total,52.79,Total,,52.79,Total,0.45,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Wireless Infrastructure/Network,,Total,52.79,Total,,52.79,Total,0.02,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004, Down,61.50,Total,105.61,Total,132.87,223.07,Total,750.64,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Blasting,6.67,Total,105.61,Total,7.53,223.07,Total,94.37,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Change Operators,,Total,105.61,Total,,223.07,Total,0.89,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Clean & Remove,,Total,105.61,Total,,223.07,Total,0.08,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Daily Service,6.07,Total,105.61,Total,11.40,223.07,Total,130.67,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Delay At Hopper,,Total,105.61,Total,,223.07,Total,6.78,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Face Height Reduction,,Total,105.61,Total,,223.07,Total,0.18,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Fuel Filling,0.21,Total,105.61,Total,1.29,223.07,Total,8.68,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Marching,2.58,Total,105.61,Total,12.58,223.07,Total,95.71,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Meeting,,Total,105.61,Total,0.00,223.07,Total,0.01,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Pit Closed,,Total,105.61,Total,,223.07,Total,0.00,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Scheduled Service,,Total,105.61,Total,,223.07,Total,28.26,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Shift Change,23.10,Total,105.61,Total,48.59,223.07,Total,426.12,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Shift Incharge Instruction,2.89,Total,105.61,Total,3.22,223.07,Total,13.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Stuck in Mud,,Total,105.61,Total,,223.07,Total,0.43,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Tea/ Breakfast / Snacks,2.59,Total,105.61,Total,5.59,223.07,Total,92.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Toilet Break,,Total,105.61,Total,,223.07,Total,0.45,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Wireless Infrastructure/Network,,Total,105.61,Total,,223.07,Total,0.02,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005, Down,71.38,Total,117.46,Total,132.87,223.07,Total,750.64,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Blasting,0.85,Total,117.46,Total,7.53,223.07,Total,94.37,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Change Operators,,Total,117.46,Total,,223.07,Total,0.89,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Clean & Remove,,Total,117.46,Total,,223.07,Total,0.08,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Daily Service,5.33,Total,117.46,Total,11.40,223.07,Total,130.67,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Delay At Hopper,,Total,117.46,Total,,223.07,Total,6.78,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Face Height Reduction,,Total,117.46,Total,,223.07,Total,0.18,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Fuel Filling,1.08,Total,117.46,Total,1.29,223.07,Total,8.68,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Marching,10.00,Total,117.46,Total,12.58,223.07,Total,95.71,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Meeting,0.00,Total,117.46,Total,0.00,223.07,Total,0.01,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Pit Closed,,Total,117.46,Total,,223.07,Total,0.00,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Scheduled Service,,Total,117.46,Total,,223.07,Total,28.26,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Shift Change,25.49,Total,117.46,Total,48.59,223.07,Total,426.12,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Shift Incharge Instruction,0.33,Total,117.46,Total,3.22,223.07,Total,13.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Stuck in Mud,,Total,117.46,Total,,223.07,Total,0.43,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Tea/ Breakfast / Snacks,3.00,Total,117.46,Total,5.59,223.07,Total,92.99,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Toilet Break,,Total,117.46,Total,,223.07,Total,0.45,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Wireless Infrastructure/Network,,Total,117.46,Total,,223.07,Total,0.02,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05, Down,15.69,Total,122.59,Total,71.51,243.42,Total,750.64,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Blasting,4.60,Total,122.59,Total,9.16,243.42,Total,94.37,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Change Operators,,Total,122.59,Total,,243.42,Total,0.89,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Clean & Remove,,Total,122.59,Total,,243.42,Total,0.08,"1,650.28"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Daily Service,52.43,Total,122.59,Total,66.83,243.42,Total,130.67,"1,650.28"
