textbox1,textbox21,textbox22,textbox16,textbox17,textbox14,textbox12,textbox15,textbox13,textbox199,textbox20,textbox28,textbox29,textbox3333,textbox32,textbox33345,textbox333465,textbox18
Payload Statistics by Fleet and Hauling Unit Operator,Report Created On:,12-08-2026,Parameters:,Description:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,Min Payload:,0,Max Payload:,99999999,Hauling Unit:,All,Crew:,All,This report contains a graph and a spreadsheet showing the payload amounts that each operator delivered for a specified time period.  This report is grouped by fleet.

PAYLOAD REPORTING_label,PAYLOAD REPORTING_Chart2_CategoryGroup_label,PAYLOAD REPORTING_Chart2_CategoryGroup_Value_Y
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267023,"MAHTO (267023), HANS KR.",90.18,6,9.23,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267031,"BHATTACHARYA (267031), AVIJIT",90.47,11,6.37,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267061,"HAZAM (267061), DILIP",77.15,144,14.30,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267065,"PASWAN (267065), BHAGIRATH",92.05,41,9.04,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267105,"SURIN (267105), ANIL",84.33,114,11.05,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267125,"MARANDI (267125), LOKNATH",82.69,12,16.26,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267126,"KALA (267126), ASHOK KR.",84.77,310,11.68,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267137,"SINGH (267137), ASHOK KR.",87.76,429,7.54,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267151,"YADAV (267151), NIRANJAN",87.56,20,15.17,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267159,"SULEMAN (267159), MD.",88.72,261,11.84,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267166,"SAHU (267166), SAHDEO",73.59,32,16.59,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267170,"SOREN (267170), TANKA DHAR",89.97,270,13.51,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267173,"YADAV (267173), KEDAR",84.82,181,11.89,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267194,"SINGH (267194), DHARAM NATH",88.61,189,12.31,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267210,"SAHU (267210), BIRBAL",90.09,269,8.63,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267216,"PRASAD (267216), SHASTRI",85.72,15,5.30,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267231,"RANA (267231), RAMESH",80.20,61,14.03,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267247,"PRASAD (267247), BRIJ BIHARI",87.62,135,11.17,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267314,"GHOSAL (267314), MILAN",89.42,128,12.89,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267318,"YADAV (267318), SHANKAR PD.",69.14,69,9.26,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267349,"SINGH (267349), RANDHIR KUMAR",75.89,173,13.92,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267360,"MANDAL (267360), PRAKASH KUMAR",83.36,75,12.53,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267363,"ANSARI (267363), SHAHABUDDIN",86.25,209,10.78,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267369,"SINGH (267369), MUKESH KR.",83.30,26,16.15,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267382,"ANSARI (267382), SHAMSUL",84.07,226,14.12,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267428,"YADAV (267428), MANOJ KUMAR",94.13,4,3.31,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267434,"SINGH (267434), AJAY KUMAR",84.59,219,12.19,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267446,"PRASAD (267446), KISHUN",83.99,185,15.57,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267531,"MAHTO (267531), SHIV KR.",89.29,223,12.78,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267545,"SINGH (267545), SHEO KUMAR",87.40,215,13.61,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267570,"HUSSAIN (267570), REYASAT",94.26,73,7.28,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267586,"CHAND (267586), SURESHWAR",87.91,482,8.62,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267611,"SAHU (267611), VINOD KR.",90.13,254,11.25,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267621,"GANJHOO (267621), SUKAR",84.89,86,16.14,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267658,"MAHTO (267658), PANKAJ",86.17,154,14.03,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267672,"YADAV (267672), RAM LAKHAN",91.27,317,8.72,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267686,"PANDEY (267686), SANJEET KR.",95.59,199,8.02,86.77,43417,13.06
KOMATSU HD785-7,Badge #,Operator,"Avg. Payload
(MT)",Loads,Standard Deviation,267688,"KUMAR (267688), MANOJ",80.03,227,12.32,86.77,43417,13.06
