textbox7,textbox19,textbox20,textbox22,textbox29,textbox21,textbox27,textbox26,textbox28,textbox24,textbox10,textbox11,textbox30,textbox31,textbox33,textbox32
Delay by Loading Unit and Status Code,Report Created On:,12-08-2026,Description:,Parameters:,This report contains a matrix identifying the delay and down statuses for all loading units during a specified time period.  The report is grouped by fleet.,Start Shift Date:,21-07-2026,End Shift Date:,31-07-2026,,,Fleet:,All,Loader:,All

textbox4,Textbox1,FLEET_IDENT,EQUIP_IDENT,STATUS_DESC,textbox2,Textbox42,Textbox44,Textbox13,Textbox14,Textbox37,Textbox12,Textbox15,Textbox46
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Emergency,,Total,82.13,Total,,171.56,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Face Height Reduction,,Total,82.13,Total,,171.56,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Fuel Filling,,Total,82.13,Total,,171.56,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Marching,7.77,Total,82.13,Total,14.50,171.56,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Meeting,,Total,82.13,Total,,171.56,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Scheduled Service,,Total,82.13,Total,,171.56,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Shift Change,20.42,Total,82.13,Total,50.09,171.56,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Shift Incharge Instruction,,Total,82.13,Total,,171.56,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Stuck in Mud,,Total,82.13,Total,,171.56,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Tea/ Breakfast / Snacks,5.69,Total,82.13,Total,15.13,171.56,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Toilet Break,,Total,82.13,Total,0.30,171.56,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06, Down,35.52,Total,89.43,Total,38.03,171.56,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Blasting,4.66,Total,89.43,Total,9.71,171.56,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Breakdown Maintenance,,Total,89.43,Total,,171.56,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Change Operators,0.18,Total,89.43,Total,0.18,171.56,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Clean & Remove,,Total,89.43,Total,,171.56,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Daily Service,0.95,Total,89.43,Total,38.77,171.56,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Delay At Hopper,1.97,Total,89.43,Total,4.85,171.56,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Emergency,,Total,89.43,Total,,171.56,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Face Height Reduction,,Total,89.43,Total,,171.56,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Fuel Filling,,Total,89.43,Total,,171.56,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Marching,6.73,Total,89.43,Total,14.50,171.56,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Meeting,,Total,89.43,Total,,171.56,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Scheduled Service,,Total,89.43,Total,,171.56,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Shift Change,29.66,Total,89.43,Total,50.09,171.56,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Shift Incharge Instruction,,Total,89.43,Total,,171.56,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Stuck in Mud,,Total,89.43,Total,,171.56,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Tea/ Breakfast / Snacks,9.45,Total,89.43,Total,15.13,171.56,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K06,Toilet Break,0.30,Total,89.43,Total,0.30,171.56,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009, Down,35.50,Total,91.63,Total,63.21,418.85,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Blasting,11.56,Total,91.63,Total,30.77,418.85,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Breakdown Maintenance,,Total,91.63,Total,,418.85,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Change Operators,0.19,Total,91.63,Total,0.36,418.85,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Clean & Remove,0.00,Total,91.63,Total,0.00,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Daily Service,4.99,Total,91.63,Total,79.94,418.85,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Delay At Hopper,,Total,91.63,Total,,418.85,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Emergency,,Total,91.63,Total,,418.85,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Face Height Reduction,,Total,91.63,Total,,418.85,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Fuel Filling,,Total,91.63,Total,2.67,418.85,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Marching,5.02,Total,91.63,Total,33.44,418.85,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Meeting,,Total,91.63,Total,0.03,418.85,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Scheduled Service,,Total,91.63,Total,4.28,418.85,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Shift Change,30.01,Total,91.63,Total,175.80,418.85,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Shift Incharge Instruction,0.00,Total,91.63,Total,0.00,418.85,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Stuck in Mud,,Total,91.63,Total,,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Tea/ Breakfast / Snacks,4.28,Total,91.63,Total,28.04,418.85,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0009,Toilet Break,0.08,Total,91.63,Total,0.30,418.85,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010, Down,12.59,Total,78.85,Total,63.21,418.85,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Blasting,5.17,Total,78.85,Total,30.77,418.85,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Breakdown Maintenance,,Total,78.85,Total,,418.85,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Change Operators,,Total,78.85,Total,0.36,418.85,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Clean & Remove,,Total,78.85,Total,0.00,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Daily Service,7.28,Total,78.85,Total,79.94,418.85,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Delay At Hopper,,Total,78.85,Total,,418.85,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Emergency,,Total,78.85,Total,,418.85,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Face Height Reduction,,Total,78.85,Total,,418.85,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Fuel Filling,0.69,Total,78.85,Total,2.67,418.85,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Marching,6.31,Total,78.85,Total,33.44,418.85,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Meeting,,Total,78.85,Total,0.03,418.85,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Scheduled Service,,Total,78.85,Total,4.28,418.85,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Shift Change,38.32,Total,78.85,Total,175.80,418.85,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Shift Incharge Instruction,,Total,78.85,Total,0.00,418.85,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Stuck in Mud,,Total,78.85,Total,,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Tea/ Breakfast / Snacks,8.48,Total,78.85,Total,28.04,418.85,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0010,Toilet Break,,Total,78.85,Total,0.30,418.85,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011, Down,2.82,Total,71.64,Total,63.21,418.85,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Blasting,4.85,Total,71.64,Total,30.77,418.85,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Breakdown Maintenance,,Total,71.64,Total,,418.85,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Change Operators,0.17,Total,71.64,Total,0.36,418.85,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Clean & Remove,,Total,71.64,Total,0.00,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Daily Service,11.85,Total,71.64,Total,79.94,418.85,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Delay At Hopper,,Total,71.64,Total,,418.85,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Emergency,,Total,71.64,Total,,418.85,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Face Height Reduction,,Total,71.64,Total,,418.85,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Fuel Filling,1.06,Total,71.64,Total,2.67,418.85,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Marching,7.98,Total,71.64,Total,33.44,418.85,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Meeting,,Total,71.64,Total,0.03,418.85,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Scheduled Service,,Total,71.64,Total,4.28,418.85,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Shift Change,38.22,Total,71.64,Total,175.80,418.85,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Shift Incharge Instruction,,Total,71.64,Total,0.00,418.85,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Stuck in Mud,,Total,71.64,Total,,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Tea/ Breakfast / Snacks,4.69,Total,71.64,Total,28.04,418.85,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX0011,Toilet Break,,Total,71.64,Total,0.30,418.85,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007, Down,7.02,Total,82.52,Total,63.21,418.85,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Blasting,4.95,Total,82.52,Total,30.77,418.85,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Breakdown Maintenance,,Total,82.52,Total,,418.85,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Change Operators,,Total,82.52,Total,0.36,418.85,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Clean & Remove,,Total,82.52,Total,0.00,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Daily Service,24.98,Total,82.52,Total,79.94,418.85,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Delay At Hopper,,Total,82.52,Total,,418.85,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Emergency,,Total,82.52,Total,,418.85,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Face Height Reduction,,Total,82.52,Total,,418.85,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Fuel Filling,0.78,Total,82.52,Total,2.67,418.85,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Marching,9.71,Total,82.52,Total,33.44,418.85,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Meeting,0.03,Total,82.52,Total,0.03,418.85,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Scheduled Service,,Total,82.52,Total,4.28,418.85,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Shift Change,32.97,Total,82.52,Total,175.80,418.85,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Shift Incharge Instruction,,Total,82.52,Total,0.00,418.85,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Stuck in Mud,,Total,82.52,Total,,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Tea/ Breakfast / Snacks,1.84,Total,82.52,Total,28.04,418.85,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX007,Toilet Break,0.22,Total,82.52,Total,0.30,418.85,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008, Down,5.28,Total,94.21,Total,63.21,418.85,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Blasting,4.25,Total,94.21,Total,30.77,418.85,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Breakdown Maintenance,,Total,94.21,Total,,418.85,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Change Operators,,Total,94.21,Total,0.36,418.85,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Clean & Remove,,Total,94.21,Total,0.00,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Daily Service,30.84,Total,94.21,Total,79.94,418.85,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Delay At Hopper,,Total,94.21,Total,,418.85,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Emergency,,Total,94.21,Total,,418.85,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Face Height Reduction,,Total,94.21,Total,,418.85,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Fuel Filling,0.13,Total,94.21,Total,2.67,418.85,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Marching,4.41,Total,94.21,Total,33.44,418.85,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Meeting,,Total,94.21,Total,0.03,418.85,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Scheduled Service,4.28,Total,94.21,Total,4.28,418.85,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Shift Change,36.27,Total,94.21,Total,175.80,418.85,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Shift Incharge Instruction,,Total,94.21,Total,0.00,418.85,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Stuck in Mud,,Total,94.21,Total,,418.85,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Tea/ Breakfast / Snacks,8.75,Total,94.21,Total,28.04,418.85,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F17-Tata Hitachi EX2600-7,EX008,Toilet Break,,Total,94.21,Total,0.30,418.85,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003, Down,97.79,Total,131.06,Total,100.99,178.82,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Blasting,4.18,Total,131.06,Total,8.34,178.82,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Breakdown Maintenance,,Total,131.06,Total,8.17,178.82,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Change Operators,,Total,131.06,Total,0.42,178.82,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Clean & Remove,,Total,131.06,Total,,178.82,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Daily Service,1.22,Total,131.06,Total,1.22,178.82,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Delay At Hopper,,Total,131.06,Total,,178.82,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Emergency,,Total,131.06,Total,,178.82,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Face Height Reduction,,Total,131.06,Total,0.16,178.82,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Fuel Filling,0.26,Total,131.06,Total,0.49,178.82,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Marching,3.21,Total,131.06,Total,11.62,178.82,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Meeting,,Total,131.06,Total,0.00,178.82,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Scheduled Service,,Total,131.06,Total,,178.82,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Shift Change,20.00,Total,131.06,Total,39.57,178.82,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Shift Incharge Instruction,,Total,131.06,Total,,178.82,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Stuck in Mud,0.00,Total,131.06,Total,0.00,178.82,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Tea/ Breakfast / Snacks,4.39,Total,131.06,Total,7.82,178.82,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL003,Toilet Break,,Total,131.06,Total,0.01,178.82,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004, Down,3.20,Total,47.76,Total,100.99,178.82,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Blasting,4.16,Total,47.76,Total,8.34,178.82,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Breakdown Maintenance,8.17,Total,47.76,Total,8.17,178.82,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Change Operators,0.42,Total,47.76,Total,0.42,178.82,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Clean & Remove,,Total,47.76,Total,,178.82,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Daily Service,,Total,47.76,Total,1.22,178.82,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Delay At Hopper,,Total,47.76,Total,,178.82,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Emergency,,Total,47.76,Total,,178.82,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Face Height Reduction,0.16,Total,47.76,Total,0.16,178.82,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Fuel Filling,0.22,Total,47.76,Total,0.49,178.82,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Marching,8.41,Total,47.76,Total,11.62,178.82,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Meeting,0.00,Total,47.76,Total,0.00,178.82,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Scheduled Service,,Total,47.76,Total,,178.82,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Shift Change,19.57,Total,47.76,Total,39.57,178.82,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Shift Incharge Instruction,,Total,47.76,Total,,178.82,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F18-KOMATSU WE1150,PL004,Stuck in Mud,,Total,47.76,Total,0.00,178.82,Total,0.00,"1,698.08"
