textbox7,textbox19,textbox20,textbox22,textbox29,textbox21,textbox27,textbox26,textbox28,textbox24,textbox10,textbox11,textbox30,textbox31,textbox33,textbox32
Delay by Loading Unit and Status Code,Report Created On:,12-08-2026,Description:,Parameters:,This report contains a matrix identifying the delay and down statuses for all loading units during a specified time period.  The report is grouped by fleet.,Start Shift Date:,21-07-2026,End Shift Date:,31-07-2026,,,Fleet:,All,Loader:,All

textbox4,Textbox1,FLEET_IDENT,EQUIP_IDENT,STATUS_DESC,textbox2,Textbox42,Textbox44,Textbox13,Textbox14,Textbox37,Textbox12,Textbox15,Textbox46
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Change Operators,,Total,263.99,Total,0.16,497.73,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Clean & Remove,,Total,263.99,Total,,497.73,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Daily Service,,Total,263.99,Total,15.98,497.73,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Delay At Hopper,,Total,263.99,Total,0.11,497.73,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Emergency,,Total,263.99,Total,0.20,497.73,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Face Height Reduction,,Total,263.99,Total,,497.73,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Fuel Filling,,Total,263.99,Total,,497.73,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Marching,,Total,263.99,Total,10.65,497.73,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Meeting,,Total,263.99,Total,,497.73,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Scheduled Service,,Total,263.99,Total,,497.73,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Shift Change,,Total,263.99,Total,55.46,497.73,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Shift Incharge Instruction,,Total,263.99,Total,,497.73,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Stuck in Mud,,Total,263.99,Total,,497.73,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Tea/ Breakfast / Snacks,,Total,263.99,Total,9.54,497.73,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX010,Toilet Break,,Total,263.99,Total,0.47,497.73,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012, Down,56.52,Total,111.46,Total,388.69,497.73,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Blasting,7.86,Total,111.46,Total,16.47,497.73,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Breakdown Maintenance,,Total,111.46,Total,,497.73,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Change Operators,0.16,Total,111.46,Total,0.16,497.73,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Clean & Remove,,Total,111.46,Total,,497.73,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Daily Service,7.42,Total,111.46,Total,15.98,497.73,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Delay At Hopper,0.11,Total,111.46,Total,0.11,497.73,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Emergency,0.20,Total,111.46,Total,0.20,497.73,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Face Height Reduction,,Total,111.46,Total,,497.73,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Fuel Filling,,Total,111.46,Total,,497.73,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Marching,3.94,Total,111.46,Total,10.65,497.73,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Meeting,,Total,111.46,Total,,497.73,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Scheduled Service,,Total,111.46,Total,,497.73,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Shift Change,29.33,Total,111.46,Total,55.46,497.73,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Shift Incharge Instruction,,Total,111.46,Total,,497.73,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Stuck in Mud,,Total,111.46,Total,,497.73,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Tea/ Breakfast / Snacks,5.51,Total,111.46,Total,9.54,497.73,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F06-Tata Hitachi EX1200-6,EX012,Toilet Break,0.41,Total,111.46,Total,0.47,497.73,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001, Down,35.23,Total,85.80,Total,72.16,176.89,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Blasting,1.03,Total,85.80,Total,10.31,176.89,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Breakdown Maintenance,,Total,85.80,Total,,176.89,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Change Operators,,Total,85.80,Total,,176.89,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Clean & Remove,,Total,85.80,Total,,176.89,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Daily Service,9.36,Total,85.80,Total,11.14,176.89,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Delay At Hopper,,Total,85.80,Total,,176.89,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Emergency,,Total,85.80,Total,,176.89,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Face Height Reduction,,Total,85.80,Total,,176.89,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Fuel Filling,0.43,Total,85.80,Total,0.90,176.89,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Marching,4.41,Total,85.80,Total,16.07,176.89,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Meeting,,Total,85.80,Total,,176.89,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Scheduled Service,,Total,85.80,Total,,176.89,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Shift Change,31.16,Total,85.80,Total,49.01,176.89,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Shift Incharge Instruction,0.11,Total,85.80,Total,0.11,176.89,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Stuck in Mud,,Total,85.80,Total,,176.89,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Tea/ Breakfast / Snacks,4.08,Total,85.80,Total,17.13,176.89,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX001,Toilet Break,,Total,85.80,Total,0.06,176.89,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003, Down,36.94,Total,91.09,Total,72.16,176.89,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Blasting,9.28,Total,91.09,Total,10.31,176.89,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Breakdown Maintenance,,Total,91.09,Total,,176.89,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Change Operators,,Total,91.09,Total,,176.89,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Clean & Remove,,Total,91.09,Total,,176.89,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Daily Service,1.78,Total,91.09,Total,11.14,176.89,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Delay At Hopper,,Total,91.09,Total,,176.89,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Emergency,,Total,91.09,Total,,176.89,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Face Height Reduction,,Total,91.09,Total,,176.89,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Fuel Filling,0.47,Total,91.09,Total,0.90,176.89,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Marching,11.66,Total,91.09,Total,16.07,176.89,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Meeting,,Total,91.09,Total,,176.89,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Scheduled Service,,Total,91.09,Total,,176.89,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Shift Change,17.85,Total,91.09,Total,49.01,176.89,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Shift Incharge Instruction,,Total,91.09,Total,0.11,176.89,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Stuck in Mud,,Total,91.09,Total,,176.89,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Tea/ Breakfast / Snacks,13.05,Total,91.09,Total,17.13,176.89,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F07-Tata Hitachi EX2500-5,EX003,Toilet Break,0.06,Total,91.09,Total,0.06,176.89,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006, Down,33.02,Total,83.81,Total,33.02,83.81,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Blasting,8.03,Total,83.81,Total,8.03,83.81,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Breakdown Maintenance,,Total,83.81,Total,,83.81,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Change Operators,,Total,83.81,Total,,83.81,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Clean & Remove,,Total,83.81,Total,,83.81,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Daily Service,0.27,Total,83.81,Total,0.27,83.81,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Delay At Hopper,,Total,83.81,Total,,83.81,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Emergency,,Total,83.81,Total,,83.81,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Face Height Reduction,,Total,83.81,Total,,83.81,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Fuel Filling,,Total,83.81,Total,,83.81,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Marching,6.95,Total,83.81,Total,6.95,83.81,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Meeting,,Total,83.81,Total,,83.81,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Scheduled Service,,Total,83.81,Total,,83.81,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Shift Change,30.53,Total,83.81,Total,30.53,83.81,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Shift Incharge Instruction,0.13,Total,83.81,Total,0.13,83.81,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Stuck in Mud,,Total,83.81,Total,,83.81,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Tea/ Breakfast / Snacks,4.73,Total,83.81,Total,4.73,83.81,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F08-Liebherr R9250,EX006,Toilet Break,0.14,Total,83.81,Total,0.14,83.81,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004, Down,31.69,Total,83.46,Total,61.79,170.42,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Blasting,10.01,Total,83.46,Total,14.78,170.42,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Breakdown Maintenance,,Total,83.46,Total,,170.42,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Change Operators,0.57,Total,83.46,Total,0.57,170.42,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Clean & Remove,,Total,83.46,Total,,170.42,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Daily Service,4.86,Total,83.46,Total,8.42,170.42,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Delay At Hopper,,Total,83.46,Total,,170.42,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Emergency,,Total,83.46,Total,,170.42,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Face Height Reduction,,Total,83.46,Total,,170.42,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Fuel Filling,,Total,83.46,Total,1.01,170.42,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Marching,3.54,Total,83.46,Total,12.26,170.42,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Meeting,,Total,83.46,Total,,170.42,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Scheduled Service,,Total,83.46,Total,,170.42,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Shift Change,31.42,Total,83.46,Total,66.47,170.42,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Shift Incharge Instruction,,Total,83.46,Total,0.16,170.42,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Stuck in Mud,,Total,83.46,Total,,170.42,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Tea/ Breakfast / Snacks,1.38,Total,83.46,Total,4.95,170.42,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX004,Toilet Break,,Total,83.46,Total,,170.42,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005, Down,30.11,Total,86.96,Total,61.79,170.42,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Blasting,4.77,Total,86.96,Total,14.78,170.42,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Breakdown Maintenance,,Total,86.96,Total,,170.42,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Change Operators,,Total,86.96,Total,0.57,170.42,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Clean & Remove,,Total,86.96,Total,,170.42,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Daily Service,3.56,Total,86.96,Total,8.42,170.42,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Delay At Hopper,,Total,86.96,Total,,170.42,Total,4.95,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Emergency,,Total,86.96,Total,,170.42,Total,0.20,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Face Height Reduction,,Total,86.96,Total,,170.42,Total,0.16,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Fuel Filling,1.01,Total,86.96,Total,1.01,170.42,Total,5.06,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Marching,8.72,Total,86.96,Total,12.26,170.42,Total,105.50,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Meeting,,Total,86.96,Total,,170.42,Total,0.03,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Scheduled Service,,Total,86.96,Total,,170.42,Total,4.28,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Shift Change,35.05,Total,86.96,Total,66.47,170.42,Total,466.94,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Shift Incharge Instruction,0.16,Total,86.96,Total,0.16,170.42,Total,0.40,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Stuck in Mud,,Total,86.96,Total,,170.42,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Tea/ Breakfast / Snacks,3.58,Total,86.96,Total,4.95,170.42,Total,87.36,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F09-Tata Hitachi EX2500-6,EX005,Toilet Break,,Total,86.96,Total,,170.42,Total,1.27,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05, Down,2.51,Total,82.13,Total,38.03,171.56,Total,757.90,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Blasting,5.05,Total,82.13,Total,9.71,171.56,Total,98.42,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Breakdown Maintenance,,Total,82.13,Total,,171.56,Total,8.17,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Change Operators,,Total,82.13,Total,0.18,171.56,Total,1.69,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Clean & Remove,,Total,82.13,Total,,171.56,Total,0.00,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Daily Service,37.81,Total,82.13,Total,38.77,171.56,Total,155.74,"1,698.08"
"
Fleet     
              ","        Status Code
Loader    


                       ",F11-Caterpillar 988H,PL2K05,Delay At Hopper,2.88,Total,82.13,Total,4.85,171.56,Total,4.95,"1,698.08"
